0.000000000000000000e+00,4.679911036147695275e-05,8.515964098060882980e-04,4.127165638177496872e-04,7.627886491988764082e-05,1.068641102742387138e-04,1.112860734580003482e-04,2.239610413150015106e-02,7.922684037572869879e-05,1.374493556285897461e-04,1.575692881147051005e-03,1.057586194782983262e-03,3.611269933405308950e-04,1.605541132637441871e-03,1.337275366155904824e-03,1.426083126763116795e-03,1.581588832058733202e-03,1.438980519382421479e-03,1.813004905342256951e-04,1.398077359932626629e-03
4.679911036147695275e-05,0.000000000000000000e+00,5.763292016169287635e-04,3.555995393608290655e-04,3.979766865385441806e-05,1.676661040509606817e-04,5.490604286503988587e-05,2.227044667769492725e-02,7.959533730770883611e-05,7.222539866810617087e-05,1.314428556373136228e-03,9.076079434670687382e-04,2.347325456713450248e-04,1.489464599063699927e-03,1.093698894117036422e-03,1.139024016750592866e-03,1.298214691366010674e-03,1.178453188472467113e-03,2.900070854683650819e-04,1.147130949254155426e-03
8.515964098060882980e-04,5.763292016169287635e-04,0.000000000000000000e+00,3.939232202867630223e-04,4.672541097508093612e-04,1.335064384564023810e-03,3.622324841364712392e-04,2.189015784389142932e-02,1.028843434088532686e-03,3.301732510541996847e-04,3.725503982319149760e-04,3.393856743537030231e-04,2.074637727048151607e-04,9.035544772152873496e-04,2.454189566987689396e-04,2.664232818216366182e-04,3.629694780004315410e-04,3.272252755983586403e-04,9.547755507605257741e-04,2.435764720388682123e-04
4.127165638177496872e-04,3.555995393608290655e-04,3.939232202867630223e-04,0.000000000000000000e+00,3.091689259313321688e-04,7.907944160293658422e-04,2.166761960043183364e-04,2.178808419373293170e-02,6.983016861023524707e-04,2.030418095210533773e-04,9.875717777067579556e-04,3.257512878704381452e-04,1.672976071189804224e-04,5.663797844534646355e-04,7.152525449734384354e-04,9.101874219909290896e-04,1.059797176374864926e-03,9.533015630326047369e-04,2.299420855556031176e-04,7.436268087359088064e-04
7.627886491988764082e-05,3.979766865385441806e-05,4.672541097508093612e-04,3.091689259313321688e-04,0.000000000000000000e+00,3.143278829790539016e-04,1.142340489138414027e-05,2.213189183127039356e-02,1.916184046296694318e-04,1.916184046296694454e-05,9.776223605432942613e-04,6.946167167825517208e-04,1.551372083636362023e-04,1.305216133073632727e-03,8.040603055806511655e-04,8.508594159421282131e-04,9.717264096316119556e-04,8.630198146974727043e-04,2.686342634135173066e-04,8.523334036700487082e-04
1.068641102742387138e-04,1.676661040509606817e-04,1.335064384564023810e-03,7.907944160293658422e-04,3.143278829790539016e-04,0.000000000000000000e+00,3.824998153953786703e-04,2.292895069514341855e-02,3.427021467415241913e-05,4.307729134847761046e-04,2.384175149911463547e-03,1.728250610986826205e-03,7.399418394161079481e-04,2.294630395440291383e-03,2.089746101259336818e-03,2.153496070491900047e-03,2.362065333992655579e-03,2.196610211533575694e-03,4.281934349609151568e-04,2.168972941635065842e-03
1.112860734580003482e-04,5.490604286503988587e-05,3.622324841364712392e-04,2.166761960043183364e-04,1.142340489138414027e-05,3.824998153953786703e-04,0.000000000000000000e+00,2.202023726088041256e-02,2.516834045424312877e-04,2.579478523860934613e-06,8.807076674325189708e-04,5.623263182016835721e-04,9.875717777067580098e-05,1.119862176287625454e-03,6.953537106465116973e-04,7.613146614709555065e-04,8.851296306162805645e-04,7.815819927298628834e-04,2.476299382906497907e-04,7.362568700963065477e-04
2.239610413150015106e-02,2.227044667769492725e-02,2.189015784389142932e-02,2.178808419373293170e-02,2.213189183127039356e-02,2.292895069514341855e-02,2.202023726088041256e-02,0.000000000000000000e+00,2.273033084880612953e-02,2.199702195416566863e-02,2.225754928507561736e-02,2.194801186221230493e-02,2.192221707697369903e-02,2.234119808863510581e-02,2.208103925465713935e-02,2.222880652438116722e-02,2.231798278192036189e-02,2.224538888632027894e-02,2.225828627893958189e-02,2.207403781294951101e-02
7.922684037572869879e-05,7.959533730770883611e-05,1.028843434088532686e-03,6.983016861023524707e-04,1.916184046296694318e-04,3.427021467415241913e-05,2.516834045424312877e-04,2.273033084880612953e-02,0.000000000000000000e+00,2.918495701282658363e-04,1.971090089161733980e-03,1.497940028499242585e-03,5.693277599093061678e-04,2.157181039811701447e-03,1.723828647803064612e-03,1.744095979061972097e-03,1.929818432779959250e-03,1.787210120103647527e-03,4.602526680431867113e-04,1.791263586355429024e-03
1.374493556285897461e-04,7.222539866810617087e-05,3.301732510541996847e-04,2.030418095210533773e-04,1.916184046296694454e-05,4.307729134847761046e-04,2.579478523860934613e-06,2.199702195416566863e-02,2.918495701282658363e-04,0.000000000000000000e+00,8.132727288801545580e-04,5.022613182889219601e-04,7.480487719196711861e-05,1.043583311367738070e-03,6.308667475499884917e-04,6.990386799663129893e-04,8.206426675197572504e-04,7.207799989531409697e-04,2.538943861343120304e-04,6.725069008637434270e-04
1.575692881147051005e-03,1.314428556373136228e-03,3.725503982319149760e-04,9.875717777067579556e-04,9.776223605432942613e-04,2.384175149911463547e-03,8.807076674325189708e-04,2.225754928507561736e-02,1.971090089161733980e-03,8.132727288801545580e-04,0.000000000000000000e+00,3.876587724431005116e-04,5.932800604880148366e-04,1.040266838979916984e-03,3.058524535435108650e-05,2.284680978276828055e-05,1.031791409544374015e-05,9.212423299503340023e-06,1.572744905691209798e-03,3.390171774217228180e-05
1.057586194782983262e-03,9.076079434670687382e-04,3.393856743537030231e-04,3.257512878704381452e-04,6.946167167825517208e-04,1.728250610986826205e-03,5.623263182016835721e-04,2.194801186221230493e-02,1.497940028499242585e-03,5.022613182889219601e-04,3.876587724431005116e-04,0.000000000000000000e+00,2.549998769302524288e-04,2.133597236164973038e-04,2.133597236164973038e-04,3.780778522116169682e-04,4.679911036147695546e-04,4.145590484776501706e-04,7.495227596475915457e-04,2.520519014744113302e-04
3.611269933405308950e-04,2.347325456713450248e-04,2.074637727048151607e-04,1.672976071189804224e-04,1.551372083636362023e-04,7.399418394161079481e-04,9.875717777067580098e-05,2.192221707697369903e-02,5.693277599093061678e-04,7.480487719196711861e-05,5.932800604880148366e-04,2.549998769302524288e-04,0.000000000000000000e+00,6.422901524413726811e-04,4.049781282461667356e-04,4.849419624858557361e-04,6.161268702707831070e-04,5.346890483031736113e-04,3.581790178846897964e-04,4.613581588391272182e-04
1.605541132637441871e-03,1.489464599063699927e-03,9.035544772152873496e-04,5.663797844534646355e-04,1.305216133073632727e-03,2.294630395440291383e-03,1.119862176287625454e-03,2.234119808863510581e-02,2.157181039811701447e-03,1.043583311367738070e-03,1.040266838979916984e-03,2.133597236164973038e-04,6.422901524413726811e-04,0.000000000000000000e+00,7.524707351034325359e-04,1.041740826707837370e-03,1.189876593363850977e-03,1.117282697763764777e-03,9.687784341757709654e-04,8.258016245674791459e-04
1.337275366155904824e-03,1.093698894117036422e-03,2.454189566987689396e-04,7.152525449734384354e-04,8.040603055806511655e-04,2.089746101259336818e-03,6.953537106465116973e-04,2.208103925465713935e-02,1.723828647803064612e-03,6.308667475499884917e-04,3.058524535435108650e-05,2.133597236164973038e-04,4.049781282461667356e-04,7.524707351034325359e-04,0.000000000000000000e+00,3.500720853811268023e-05,5.564303672900016052e-05,4.127165638177495382e-05,1.269471930671559881e-03,9.212423299503338329e-06
1.426083126763116795e-03,1.139024016750592866e-03,2.664232818216366182e-04,9.101874219909290896e-04,8.508594159421282131e-04,2.153496070491900047e-03,7.613146614709555065e-04,2.222880652438116722e-02,1.744095979061972097e-03,6.990386799663129893e-04,2.284680978276828055e-05,3.780778522116169682e-04,4.849419624858557361e-04,1.041740826707837370e-03,3.500720853811268023e-05,0.000000000000000000e+00,1.252889568732454040e-05,1.068641102742387239e-05,1.498308525431223115e-03,4.937858888533788694e-05
1.581588832058733202e-03,1.298214691366010674e-03,3.629694780004315410e-04,1.059797176374864926e-03,9.717264096316119556e-04,2.362065333992655579e-03,8.851296306162805645e-04,2.231798278192036189e-02,1.929818432779959250e-03,8.206426675197572504e-04,1.031791409544374015e-05,4.679911036147695546e-04,6.161268702707831070e-04,1.189876593363850977e-03,5.564303672900016052e-05,1.252889568732454040e-05,0.000000000000000000e+00,4.053466251781468255e-06,1.660447175502481696e-03,6.043349684474189158e-05
1.438980519382421479e-03,1.178453188472467113e-03,3.272252755983586403e-04,9.533015630326047369e-04,8.630198146974727043e-04,2.196610211533575694e-03,7.815819927298628834e-04,2.224538888632027894e-02,1.787210120103647527e-03,7.207799989531409697e-04,9.212423299503340023e-06,4.145590484776501706e-04,5.346890483031736113e-04,1.117282697763764777e-03,4.127165638177495382e-05,1.068641102742387239e-05,4.053466251781468255e-06,0.000000000000000000e+00,1.506046961002805796e-03,4.901009195335775639e-05
1.813004905342256951e-04,2.900070854683650819e-04,9.547755507605257741e-04,2.299420855556031176e-04,2.686342634135173066e-04,4.281934349609151568e-04,2.476299382906497907e-04,2.225828627893958189e-02,4.602526680431867113e-04,2.538943861343120304e-04,1.572744905691209798e-03,7.495227596475915457e-04,3.581790178846897964e-04,9.687784341757709654e-04,1.269471930671559881e-03,1.498308525431223115e-03,1.660447175502481696e-03,1.506046961002805796e-03,0.000000000000000000e+00,1.334695887632043713e-03
1.398077359932626629e-03,1.147130949254155426e-03,2.435764720388682123e-04,7.436268087359088064e-04,8.523334036700487082e-04,2.168972941635065842e-03,7.362568700963065477e-04,2.207403781294951101e-02,1.791263586355429024e-03,6.725069008637434270e-04,3.390171774217228180e-05,2.520519014744113302e-04,4.613581588391272182e-04,8.258016245674791459e-04,9.212423299503338329e-06,4.937858888533788694e-05,6.043349684474189158e-05,4.901009195335775639e-05,1.334695887632043713e-03,0.000000000000000000e+00
