1.332933969344202751e+03,-4.638188158446496345e+03,4.159343534767837809e+03
1.332936391940418616e+03,-4.638244560577688389e+03,4.159279862105019674e+03
1.332882286696581787e+03,-4.638464755873269496e+03,4.159051636891759699e+03
1.332995841857535424e+03,-4.638304520610874533e+03,4.159193943502906222e+03
1.333011087743736198e+03,-4.638305557606802722e+03,4.159187900807814913e+03
1.332977976370095575e+03,-4.638247329408525729e+03,4.159263447504493342e+03
1.332882002391881315e+03,-4.638303848097012633e+03,4.159231176603226231e+03
1.333040126527888788e+03,-4.638334567430306379e+03,4.159146241916438157e+03
1.333038541665171806e+03,-4.638338106769310798e+03,4.159142802757183745e+03
1.332762406535148102e+03,-4.638184100888332978e+03,4.159403035772480507e+03
1.332943948975655758e+03,-4.638300993101776839e+03,4.159214508327294425e+03
1.332900973213591669e+03,-4.638305207072327903e+03,4.159223581589717469e+03
1.332807401824567933e+03,-4.638179265561250759e+03,4.159394009968200407e+03
1.332679211190670458e+03,-4.638458078948774528e+03,4.159124158990094656e+03
1.332848380292861293e+03,-4.638245894695444804e+03,4.159306578684908345e+03
1.332719176668690125e+03,-4.638348782535063037e+03,4.159233242761823021e+03
1.332846024954341374e+03,-4.638405917983308427e+03,4.159128876793894051e+03
1.333042737583823737e+03,-4.638328737678441939e+03,4.159151906458976555e+03
1.332779705209745543e+03,-4.638352971694602275e+03,4.159209175715123820e+03
1.333063801751866777e+03,-4.638253042005698262e+03,4.159229570339168276e+03
1.332687091558491147e+03,-4.638346561632803969e+03,4.159246000200339040e+03
1.332844213657195269e+03,-4.638284634689046470e+03,4.159264712629870701e+03
1.332890703894153603e+03,-4.638360750030630697e+03,4.159164931094681378e+03
1.332903412335820576e+03,-4.638200098648124367e+03,4.159340012343792296e+03
1.332676050266469929e+03,-4.638393925982398287e+03,4.159196717210638781e+03
1.333014866490443183e+03,-4.638369273403151965e+03,4.159115633072128730e+03
1.333065100398296863e+03,-4.638328074255482534e+03,4.159145478782091232e+03
1.333012822628498043e+03,-4.638361820013892611e+03,4.159124600363087666e+03
1.332827195693248996e+03,-4.638322551950178422e+03,4.159227881529317528e+03
1.333007583336016069e+03,-4.638406648680473154e+03,4.159076284975481030e+03
1.332995573147330560e+03,-4.638200919416201032e+03,4.159309562066320723e+03
1.332785465123272161e+03,-4.638346040167473802e+03,4.159215060034629460e+03
1.333003126103829345e+03,-4.638305016360991431e+03,4.159191056082646355e+03
1.333078693518145428e+03,-4.638296659639885547e+03,4.159176155690141968e+03
1.332609311180048735e+03,-4.638347577745335002e+03,4.159269788289792814e+03
1.332886611052541866e+03,-4.638360469205976187e+03,4.159166555908069313e+03
1.333026975400114907e+03,-4.638314231213560561e+03,4.159173136018428522e+03
1.332724398235556691e+03,-4.638230112281280526e+03,4.159363906160994702e+03
1.332877946146322074e+03,-4.638359874559452692e+03,4.159169995895043940e+03
1.332829140846544988e+03,-4.638366331734560845e+03,4.159178434972649484e+03
1.332937907914192010e+03,-4.638412267160906595e+03,4.159092349719653612e+03
1.332669614289978654e+03,-4.638457421652231460e+03,4.159127967094488667e+03
1.332634280874983915e+03,-4.638292183067621409e+03,4.159323562543627304e+03
1.332825451502291344e+03,-4.638300162262992671e+03,4.159253409036145968e+03
1.332975278349660130e+03,-4.638310529223321282e+03,4.159193833161027214e+03
1.333022725422755457e+03,-4.638250307715520648e+03,4.159245784572410230e+03
1.332935619355330118e+03,-4.638356538429658940e+03,4.159155233585380302e+03
1.333054575330688522e+03,-4.638302073911758271e+03,4.159177847884819130e+03
1.333027031549323738e+03,-4.638202912809117151e+03,4.159297257081756470e+03
1.332998878232225707e+03,-4.638360865976598689e+03,4.159130133526533427e+03
1.332888647373738877e+03,-4.638353325110589140e+03,4.159173870510555389e+03
1.332972344059447551e+03,-4.638359051108815038e+03,4.159140661599412852e+03
1.332669921759440058e+03,-4.638213542960487757e+03,4.159399837661149832e+03
1.332717600267484158e+03,-4.638460709769697132e+03,4.159108924019671576e+03
1.332959267482945279e+03,-4.638309382639090472e+03,4.159200243094038342e+03
1.332906763468993859e+03,-4.638361852617704244e+03,4.159158554813639057e+03
1.332927658506100897e+03,-4.638355993817600393e+03,4.159158392247858501e+03
1.333015222616596247e+03,-4.638389767616723475e+03,4.159092663062570864e+03
1.332921135861923403e+03,-4.638299441624311839e+03,4.159223549582319720e+03
1.333018801297279424e+03,-4.638313646072718257e+03,4.159176408382261798e+03
1.332901965487444613e+03,-4.638298138564419787e+03,4.159231146280469147e+03
1.332732751592047634e+03,-4.638342459097009851e+03,4.159235944854752233e+03
1.332983254052662005e+03,-4.638367103846825557e+03,4.159128184411582879e+03
1.332652328865957998e+03,-4.638299638448514088e+03,4.159309466045599947e+03
1.332887821117954445e+03,-4.638297176657512864e+03,4.159236751776265919e+03
1.332667738426770256e+03,-4.638449968316284867e+03,4.159136880457665939e+03
1.332845791023722086e+03,-4.638470089727640698e+03,4.159057384077838833e+03
1.332793124908067512e+03,-4.638297961597605536e+03,4.159266222020091845e+03
1.332943908102417709e+03,-4.638364402703510677e+03,4.159143806793118529e+03
1.332845147668919481e+03,-4.638357622632601306e+03,4.159183017961756377e+03
1.332850548833220273e+03,-4.638319240178838299e+03,4.159224091181165022e+03
1.333033188739301750e+03,-4.638350058355937108e+03,4.159131189788198753e+03
1.332887063052173971e+03,-4.638472908019225542e+03,4.159041014310848368e+03
1.332930152522480512e+03,-4.638420056157470754e+03,4.159086148558661989e+03
1.332673572213667512e+03,-4.638338437540681298e+03,4.159259391857634000e+03
1.332924707957233068e+03,-4.638306906944418188e+03,4.159214079595908515e+03
1.332996983087997023e+03,-4.638312083991168038e+03,4.159185143099524794e+03
1.332895280743969579e+03,-4.638218854621721221e+03,4.159321702778232975e+03
1.332712745084356357e+03,-4.638460377451222485e+03,4.159110850398769799e+03
1.333008825349219251e+03,-4.638368858503210504e+03,4.159118031988118673e+03
1.333033787359087910e+03,-4.638307100454882857e+03,4.159178904979791696e+03
1.332798912917430016e+03,-4.638385874820884965e+03,4.159166326800143906e+03
1.332626404429024433e+03,-4.638390509950144406e+03,4.159216433827771652e+03
1.332684781726312394e+03,-4.638339199522114541e+03,4.159254950436633408e+03
1.332842337386244253e+03,-4.638462102750548183e+03,4.159067398470207081e+03
1.332748608941906241e+03,-4.638350819825483086e+03,4.159221539854264847e+03
1.332937561991947632e+03,-4.638307827902867757e+03,4.159208933132109451e+03
1.332897821433732133e+03,-4.638353953185072896e+03,4.159170230056665787e+03
1.332942578450147948e+03,-4.638188748685832252e+03,4.159340117629095403e+03
1.332966853093637610e+03,-4.638190413384165367e+03,4.159330481909903028e+03
1.332902366178632064e+03,-4.638155234463680245e+03,4.159390376395627754e+03
1.332876176098821816e+03,-4.638416505249868351e+03,4.159107407006193171e+03
1.332905854508907396e+03,-4.638147468737680356e+03,4.159397918119656424e+03
